dataset,interactionType,interactionTypeHighlevel,rowid,task,thinkTime,thinkTimeAdj,userid
birdstrikes1,navigate,worksheet,0,t1,6.521,5.916,77
birdstrikes1,shelf-add,shelf,1,t1,3.307,1.815,77
birdstrikes1,shelf-add,shelf,2,t1,1.707,1.084,77
birdstrikes1,shelf-add,shelf,3,t1,19.607,19.076999999999998,77
birdstrikes1,formatting-data,formatting,4,t1,4.834,4.37,77
birdstrikes1,data-bin,data,5,t1,3.444,2.911,77
birdstrikes1,data-bin,data,6,t1,1.298,0.6360000000000001,77
birdstrikes1,shelf-add,shelf,7,t1,1.511,1.009,77
birdstrikes1,shelf-add,shelf,8,t1,10.768,10.314,77
birdstrikes1,shelf-add,shelf,9,t1,10.061,9.542,77
birdstrikes1,shelf-add,shelf,10,t1,34.784,34.174,77
birdstrikes1,data-bin,data,11,t1,5.959,5.451,77
birdstrikes1,shelf-add,shelf,0,t1,13.168,12.763,81
birdstrikes1,shelf-add,shelf,1,t1,4.367,3.876,81
birdstrikes1,shelf-add,shelf,2,t1,16.603,16.039,81
birdstrikes1,shelf-add,shelf,3,t1,5.676,5.168,81
birdstrikes1,shelf-add,shelf,4,t1,22.422,21.723000000000003,81
birdstrikes1,shelf-add,shelf,5,t1,2.112,1.419,81
birdstrikes1,shelf-add,shelf,6,t1,2.316,1.6259999999999997,81
birdstrikes1,shelf-add,shelf,7,t1,2.626,1.8989999999999998,81
birdstrikes1,shelf-add,shelf,8,t1,1.77,1.113,81
birdstrikes1,shelf-add,shelf,9,t1,7.951,7.403,81
birdstrikes1,analysis-filter,data,10,t1,22.31,21.604,81
birdstrikes1,analysis-sort,data,11,t1,2.033,1.441,81
birdstrikes1,analysis-sort,data,12,t1,51.467,50.85699999999999,81
birdstrikes1,shelf-add,shelf,13,t1,8.086,7.521,81
birdstrikes1,shelf-add,shelf,14,t1,228.421,227.76199999999997,81
birdstrikes1,shelf-remove,shelf,15,t1,32.727,32.079,81
birdstrikes1,navigate,worksheet,0,t1,26.418,25.922,85
birdstrikes1,worksheet-add,worksheet,0,t1,17.235,16.503,97
birdstrikes1,shelf-add,shelf,1,t1,9.884,9.288,97
birdstrikes1,shelf-add,shelf,2,t1,14.827,14.374,97
birdstrikes1,shelf-add,shelf,3,t1,8.279,7.667000000000001,97
faa1,worksheet-add,worksheet,0,t1,18.981,18.284000000000002,09
faa1,shelf-add,shelf,1,t1,2.901,2.5799999999999996,09
faa1,shelf-remove,shelf,2,t1,25.032,24.613,09
faa1,shelf-add,shelf,3,t1,8.456,8.141,09
faa1,shelf-remove,shelf,4,t1,8.046,7.6499999999999995,09
faa1,shelf-add,shelf,5,t1,6.168,5.915000000000001,09
faa1,shelf-add,shelf,6,t1,2.663,2.243,09
faa1,shelf-add,shelf,7,t1,1.772,1.478,09
faa1,shelf-add,shelf,8,t1,2.976,2.7,09
faa1,shelf-add,shelf,9,t1,1.836,1.4060000000000001,09
faa1,shelf-add,shelf,10,t1,2.93,2.649,09
faa1,shelf-add,shelf,11,t1,1.666,1.204,09
faa1,shelf-add,shelf,12,t1,5.916,5.626,09
faa1,shelf-add,shelf,13,t1,29.325,28.848,09
faa1,data-bin,data,14,t1,9.681,8.997,09
faa1,shelf-add,shelf,15,t1,3.652,2.8770000000000002,09
faa1,data-bin,data,16,t1,15.746,14.941,09
faa1,show-me,show-me,17,t1,2.473,1.9609999999999999,09
faa1,worksheet-add,worksheet,0,t1,42.882,42.138999999999996,109
faa1,shelf-add,shelf,1,t1,18.843,18.409,109
faa1,shelf-add,shelf,2,t1,4.56,4.097999999999999,109
faa1,data-bin,data,3,t1,4.484,3.713,109
faa1,data-bin,data,4,t1,2.263,1.626,109
faa1,shelf-remove,shelf,5,t1,0.873,0.30900000000000005,109
faa1,shelf-remove,shelf,6,t1,56.92,56.261,109
faa1,shelf-add,shelf,7,t1,4.706,4.351,109
faa1,shelf-add,shelf,8,t1,5.899,5.292,109
faa1,data-bin,data,9,t1,16.138,15.634,109
faa1,data-bin,data,10,t1,11.703,11.147999999999998,109
faa1,analysis-sort,data,11,t1,17.507,16.992,109
faa1,worksheet-add,worksheet,12,t1,7.05,6.3469999999999995,109
faa1,worksheet-duplicate,worksheet,13,t1,2.866,2.148,109
faa1,shelf-add,shelf,14,t1,5.421,5.004,109
faa1,shelf-add,shelf,15,t1,2.549,2.069,109
faa1,shelf-remove,shelf,16,t1,4.548,4.0809999999999995,109
faa1,worksheet-duplicate,worksheet,17,t1,14.596,13.969,109
faa1,shelf-add,shelf,18,t1,1.246,0.373,109
faa1,shelf-remove,shelf,19,t1,126.713,126.27799999999999,109
faa1,data-bin,data,20,t1,7.284,6.603,109
faa1,worksheet-add,worksheet,0,t1,39.171,38.285,13
faa1,shelf-add,shelf,1,t1,4.588,4.3260000000000005,13
faa1,undo,undo,2,t1,8.955,8.498,13
faa1,shelf-add,shelf,3,t1,18.518,18.268,13
faa1,shelf-add,shelf,4,t1,12.061,11.771,13
faa1,worksheet-duplicate,worksheet,5,t1,7.003,6.522,13
faa1,shelf-add,shelf,6,t1,14.807,14.496,13
faa1,worksheet-add,worksheet,7,t1,6.593,5.81,13
faa1,worksheet-duplicate,worksheet,8,t1,40.603,39.998,13
faa1,shelf-add,shelf,9,t1,17.775,17.487,13
faa1,undo,undo,10,t1,68.287,68.04100000000001,13
faa1,shelf-add,shelf,11,t1,16.081,15.674,13
faa1,worksheet-duplicate,worksheet,12,t1,66.381,65.896,13
faa1,worksheet-add,worksheet,0,t1,24.551,24.183,21
faa1,shelf-add,shelf,1,t1,6.228,6.079,21
faa1,shelf-add,shelf,2,t1,4.416,4.166,21
faa1,shelf-add,shelf,3,t1,2.3,2.037,21
faa1,formatting,formatting,4,t1,97.635,97.47200000000001,21
faa1,shelf-add,shelf,5,t1,95.792,95.304,21
faa1,data-bin,data,6,t1,3.888,3.598,21
faa1,data-bin,data,7,t1,5.765,5.460999999999999,21
faa1,data-bin,data,8,t1,30.542,30.287,21
faa1,data-derive,data,9,t1,2.843,2.5780000000000003,21
faa1,data-derive,data,10,t1,1.971,1.745,21
faa1,data-derive,data,11,t1,6.498,6.146000000000001,21
faa1,worksheet-add,worksheet,0,t1,7.66,6.96,33
faa1,shelf-add,shelf,1,t1,36.287,35.983,33
faa1,shelf-remove,shelf,2,t1,3.796,3.312,33
faa1,shelf-add,shelf,3,t1,3.92,3.622,33
faa1,shelf-add,shelf,4,t1,2.481,1.954,33
faa1,shelf-add,shelf,5,t1,18.298,17.831999999999997,33
faa1,shelf-add,shelf,6,t1,5.062,4.49,33
faa1,shelf-add,shelf,7,t1,3.17,0.9790000000000001,33
faa1,undo,undo,8,t1,2.559,2.173,33
faa1,shelf-add,shelf,9,t1,12.522,11.98,33
faa1,shelf-add,shelf,10,t1,24.155,23.556,33
faa1,formatting,formatting,11,t1,29.525,29.250999999999998,33
faa1,formatting,formatting,12,t1,21.87,21.341,33
faa1,shelf-add,shelf,13,t1,10.796,8.341999999999999,33
faa1,undo,undo,14,t1,12.716,12.158,33
faa1,shelf-add,shelf,15,t1,4.96,4.518,33
faa1,shelf-add,shelf,16,t1,3.398,2.967,33
faa1,shelf-add,shelf,17,t1,2.665,2.04,33
faa1,shelf-add,shelf,18,t1,2.251,1.591,33
faa1,shelf-add,shelf,19,t1,6.64,6.196,33
faa1,formatting,formatting,20,t1,3.622,2.933,33
faa1,worksheet-add,worksheet,0,t1,57.548,56.690000000000005,37
faa1,shelf-add,shelf,1,t1,6.986,6.744,37
faa1,shelf-add,shelf,2,t1,11.266,10.834999999999999,37
faa1,shelf-add,shelf,3,t1,9.945,9.395,37
faa1,shelf-add,shelf,4,t1,9.199,8.394,37
faa1,shelf-add,shelf,5,t1,50.797,49.86899999999999,37
faa1,data-bin,data,6,t1,6.082,4.781999999999999,37
faa1,data-bin,data,7,t1,8.597,7.489,37
faa1,data-bin,data,8,t1,5.02,3.758,37
faa1,data-bin,data,9,t1,17.525,16.412,37
faa1,shelf-add,shelf,10,t1,2.355,1.1,37
faa1,shelf-remove,shelf,11,t1,21.144,20.516,37
faa1,shelf-add,shelf,12,t1,2.624,0.8240000000000001,37
faa1,shelf-remove,shelf,13,t1,44.135,43.471999999999994,37
faa1,shelf-add,shelf,14,t1,4.971,3.643,37
faa1,shelf-remove,shelf,15,t1,13.358,12.760000000000002,37
faa1,data-bin,data,16,t1,4.493,3.1470000000000002,37
faa1,data-bin,data,17,t1,7.003,6.027,37
faa1,data-bin,data,18,t1,21.12,20.597,37
faa1,data-bin,data,19,t1,9.208,8.138000000000002,37
faa1,data-bin,data,20,t1,3.031,2.318,37
faa1,data-bin,data,21,t1,4.22,3.2949999999999995,37
faa1,worksheet-add,worksheet,0,t1,106.005,105.27199999999999,41
faa1,worksheet-add,worksheet,1,t1,11.168,10.485999999999999,41
faa1,shelf-add,shelf,2,t1,24.191,23.684,41
faa1,shelf-add,shelf,3,t1,63.446,63.016999999999996,41
faa1,shelf-remove,shelf,4,t1,14.287,13.949000000000002,41
faa1,shelf-add,shelf,5,t1,10.574,10.143,41
faa1,shelf-add,shelf,6,t1,4.761,4.308,41
faa1,analysis-filter,data,7,t1,8.164,7.7010000000000005,41
faa1,shelf-add,shelf,8,t1,2.505,1.806,41
faa1,shelf-add,shelf,9,t1,7.661,7.047,41
faa1,shelf-remove,shelf,10,t1,1.963,1.453,41
faa1,shelf-remove,shelf,11,t1,25.577,25.169000000000004,41
faa1,undo,undo,12,t1,0.381,0.013000000000000012,41
faa1,undo,undo,13,t1,39.653,39.19,41
faa1,shelf-remove,shelf,14,t1,39.132,38.742,41
faa1,formatting,formatting,15,t1,5.032,4.5360000000000005,41
faa1,undo,undo,16,t1,7.554,7.147,41
faa1,shelf-add,shelf,17,t1,3.52,3.1029999999999998,41
faa1,undo,undo,18,t1,19.494,19.112,41
faa1,worksheet-add,worksheet,0,t1,139.704,139.048,45
faa1,worksheet-add,worksheet,1,t1,12.298,11.446,45
faa1,shelf-add,shelf,2,t1,17.572,17.179,45
faa1,shelf-remove,shelf,3,t1,5.901,5.559,45
faa1,shelf-add,shelf,4,t1,16.066,15.658999999999997,45
faa1,shelf-remove,shelf,5,t1,2.27,1.804,45
faa1,shelf-add,shelf,6,t1,11.337,10.716,45
faa1,shelf-add,shelf,7,t1,4.548,4.146,45
faa1,shelf-remove,shelf,8,t1,4.85,4.244999999999999,45
faa1,shelf-add,shelf,9,t1,10.446,10.079,45
faa1,shelf-remove,shelf,10,t1,6.132,5.696,45
faa1,shelf-add,shelf,11,t1,134.325,133.888,45
faa1,data-bin,data,12,t1,21.351,20.903,45
faa1,shelf-remove,shelf,13,t1,2.455,2.103,45
faa1,shelf-add,shelf,14,t1,5.251,4.813000000000001,45
faa1,worksheet-add,worksheet,0,t1,139.268,138.638,57
faa1,shelf-add,shelf,1,t1,7.563,7.126,57
faa1,shelf-add,shelf,2,t1,2.492,2.137,57
faa1,shelf-add,shelf,3,t1,1.39,0.9789999999999999,57
faa1,shelf-add,shelf,4,t1,17.943,17.523000000000003,57
faa1,shelf-add,shelf,5,t1,7.514,6.852,57
faa1,shelf-add,shelf,6,t1,43.063,42.31,57
faa1,shelf-add,shelf,7,t1,1.558,1.0380000000000003,57
faa1,shelf-add,shelf,8,t1,4.357,3.8740000000000006,57
faa1,show-me,show-me,9,t1,7.691,7.3389999999999995,57
faa1,show-me,show-me,10,t1,7.569,7.207,57
faa1,show-me,show-me,11,t1,25.177,24.75,57
faa1,undo,undo,12,t1,0.362,0.13999999999999999,57
faa1,undo,undo,13,t1,0.936,0.44300000000000006,57
faa1,undo,undo,14,t1,0.719,0.18599999999999994,57
faa1,undo,undo,15,t1,5.679,5.1690000000000005,57
faa1,redo,redo,16,t1,0.315,0.033999999999999975,57
faa1,redo,redo,17,t1,1.391,1.0340000000000003,57
faa1,worksheet-add,worksheet,0,t1,39.308,38.602,65
faa1,shelf-add,shelf,1,t1,2.854,2.592,65
faa1,shelf-add,shelf,2,t1,14.399,14.161999999999999,65
faa1,shelf-add,shelf,3,t1,6.887,6.401999999999999,65
faa1,shelf-add,shelf,4,t1,4.671,4.1080000000000005,65
faa1,shelf-add,shelf,5,t1,5.774,5.2330000000000005,65
faa1,shelf-add,shelf,6,t1,2.306,1.795,65
faa1,undo,undo,7,t1,1.254,0.78,65
faa1,formatting,formatting,8,t1,1.759,1.2839999999999998,65
faa1,formatting,formatting,9,t1,32.58,32.126,65
faa1,show-me,show-me,10,t1,5.804,5.299,65
faa1,show-me,show-me,11,t1,9.767,9.339999999999998,65
faa1,analysis-sort,data,12,t1,57.059,56.785,65
faa1,data-bin,data,13,t1,12.452,11.661999999999999,65
faa1,data-bin,data,14,t1,18.028,17.557,65
faa1,data-bin,data,15,t1,4.045,3.341,65
faa1,data-bin,data,16,t1,19.991,19.470000000000002,65
faa1,shelf-add,shelf,17,t1,13.329,0,65
faa1,shelf-add,shelf,18,t1,27.415,15.853,65
faa1,shelf-remove,shelf,19,t1,1.99,1.294,65
faa1,worksheet-add,worksheet,0,t1,87.154,86.55199999999999,69
faa1,shelf-add,shelf,1,t1,2.604,2.181,69
faa1,shelf-add,shelf,2,t1,6.97,6.552,69
faa1,shelf-remove,shelf,3,t1,1.648,1.2309999999999999,69
faa1,shelf-add,shelf,4,t1,3.672,3.2950000000000004,69
faa1,shelf-add,shelf,5,t1,8.471,7.969000000000001,69
faa1,undo,undo,6,t1,22.337,21.738,69
faa1,shelf-add,shelf,7,t1,3.935,3.575,69
faa1,shelf-remove,shelf,8,t1,1.409,0.9760000000000002,69
faa1,shelf-add,shelf,9,t1,3.667,3.348,69
faa1,shelf-remove,shelf,10,t1,3.176,2.7990000000000004,69
faa1,shelf-add,shelf,11,t1,27.348,23.441,69
faa1,shelf-add,shelf,12,t1,10.623,10.076,69
faa1,shelf-add,shelf,13,t1,3.781,3.275,69
faa1,show-me,show-me,14,t1,120.355,120.03500000000001,69
faa1,shelf-add,shelf,15,t1,11.84,11.459,69
faa1,shelf-add,shelf,16,t1,16.371,15.921999999999999,69
faa1,shelf-remove,shelf,17,t1,4.154,3.6090000000000004,69
faa1,shelf-add,shelf,18,t1,20.58,19.954,69
faa1,shelf-add,shelf,19,t1,2.747,2.0919999999999996,69
faa1,undo,undo,20,t1,5.301,4.930000000000001,69
faa1,formatting-data,formatting,21,t1,8.506,7.919,69
faa1,shelf-add,shelf,22,t1,10.773,10.303,69
faa1,show-me,show-me,23,t1,35.108,34.641999999999996,69
faa1,navigate,worksheet,24,t1,34.411,34.076,69
faa1,analysis-filter,data,25,t1,14.429,11.870000000000001,69
faa1,worksheet-add,worksheet,0,t1,42.232,41.525999999999996,81
faa1,shelf-add,shelf,1,t1,13.914,13.421,81
faa1,shelf-add,shelf,2,t1,3.694,3.256,81
faa1,worksheet-add,worksheet,3,t1,6.025,5.452,81
faa1,formatting,formatting,4,t1,1.508,1.1360000000000001,81
faa1,formatting,formatting,5,t1,18.368,18.017999999999997,81
faa1,shelf-add,shelf,6,t1,6.726,6.222,81
faa1,shelf-add,shelf,7,t1,20.901,20.407,81
faa1,shelf-add,shelf,8,t1,7.887,6.917,81
faa1,formatting,formatting,9,t1,2.732,1.788,81
faa1,formatting,formatting,10,t1,4.234,3.323,81
faa1,shelf-remove,shelf,11,t1,114.443,113.81,81
faa1,data-bin,data,12,t1,12.544,11.761000000000001,81
faa1,data-bin,data,13,t1,21.124,20.172,81
faa1,data-bin,data,14,t1,9.948,9.278,81
faa1,data-bin,data,15,t1,29.629,28.876,81
faa1,data-bin,data,16,t1,6.565,5.7,81
faa1,data-bin,data,17,t1,95.693,94.98899999999999,81
faa1,worksheet-add,worksheet,0,t1,83.077,82.092,85
faa1,show-me,show-me,1,t1,83.312,82.722,85
faa1,analysis-filter,data,2,t1,1.852,1.3490000000000002,85
faa1,undo,undo,3,t1,22.026,21.742,85
faa1,shelf-add,shelf,4,t1,81.494,47.838,85
faa1,data-derive,data,5,t1,118.454,117.887,85
faa1,worksheet-duplicate,worksheet,0,t1,2.629,1.897,89
faa1,shelf-add,shelf,1,t1,2.183,1.765,89
faa1,shelf-add,shelf,2,t1,17.4,16.977999999999998,89
faa1,shelf-add,shelf,3,t1,8.861,0,89
faa1,analysis-filter,data,4,t1,2.953,0,89
faa1,undo,undo,5,t1,0.596,0.38299999999999995,89
faa1,undo,undo,6,t1,0.687,0.4000000000000001,89
faa1,undo,undo,7,t1,1.0,0.601,89
faa1,undo,undo,8,t1,3.291,2.886,89
faa1,analysis-filter,data,9,t1,30.588,26.053,89
faa1,shelf-remove,shelf,10,t1,38.373,37.891999999999996,89
faa1,shelf-add,shelf,11,t1,4.803,0,89
faa1,shelf-remove,shelf,12,t1,1.833,1.303,89
faa1,shelf-remove,shelf,13,t1,11.027,10.582,89
faa1,shelf-remove,shelf,14,t1,2.059,1.561,89
faa1,shelf-remove,shelf,15,t1,11.095,10.766,89
faa1,shelf-add,shelf,16,t1,33.921,28.931999999999995,89
faa1,shelf-remove,shelf,17,t1,1.664,0.9470000000000001,89
faa1,shelf-remove,shelf,18,t1,151.429,151.066,89
faa1,show-me,show-me,19,t1,11.27,10.608,89
faa1,shelf-remove,shelf,20,t1,44.157,43.76299999999999,89
faa1,shelf-add,shelf,21,t1,2.635,2.0380000000000003,89
faa1,formatting,formatting,22,t1,10.035,9.393,89
faa1,data-bin,data,23,t1,6.34,5.882000000000001,89
faa1,undo,undo,24,t1,3.843,3.38,89
faa1,worksheet-add,worksheet,0,t1,67.299,66.629,93
faa1,show-me,show-me,1,t1,3.379,2.217,93
faa1,formatting,formatting,2,t1,12.111,11.579,93
faa1,shelf-remove,shelf,3,t1,1.209,0.7020000000000001,93
faa1,shelf-remove,shelf,4,t1,1.213,0.7660000000000002,93
faa1,shelf-remove,shelf,5,t1,13.904,13.337,93
faa1,shelf-remove,shelf,6,t1,1.551,1.1300000000000001,93
faa1,shelf-remove,shelf,7,t1,7.531,7.071,93
faa1,shelf-add,shelf,8,t1,5.66,5.233,93
faa1,shelf-remove,shelf,9,t1,63.012,62.601,93
faa1,formatting,formatting,10,t1,59.812,59.471999999999994,93
faa1,shelf-add,shelf,11,t1,3.847,3.311,93
faa1,shelf-remove,shelf,12,t1,62.289,61.936,93
faa1,show-me,show-me,13,t1,17.228,16.292,93
faa1,shelf-add,shelf,14,t1,2.088,0,93
faa1,shelf-add,shelf,15,t1,9.21,5.801,93
faa1,formatting,formatting,16,t1,3.419,3.026,93
faa1,shelf-remove,shelf,17,t1,4.492,4.058,93
faa1,shelf-remove,shelf,18,t1,1.248,0.617,93
faa1,shelf-remove,shelf,19,t1,1.233,0.5980000000000001,93
faa1,shelf-remove,shelf,20,t1,1.331,0.749,93
faa1,shelf-remove,shelf,21,t1,1.298,0.7090000000000001,93
faa1,shelf-remove,shelf,22,t1,1.54,0.997,93
faa1,shelf-remove,shelf,23,t1,11.863,11.439,93
faa1,show-me,show-me,24,t1,19.593,18.857,93
faa1,shelf-add,shelf,25,t1,15.955,13.08,93
birdstrikes1,worksheet-add,worksheet,0,t2,85.938,85.11800000000001,01
birdstrikes1,shelf-add,shelf,1,t2,32.648,32.273,01
birdstrikes1,shelf-add,shelf,2,t2,14.286,7.086999999999999,01
birdstrikes1,shelf-add,shelf,3,t2,5.031,4.694999999999999,01
birdstrikes1,worksheet-add,worksheet,0,t2,24.018,23.404,05
birdstrikes1,shelf-add,shelf,1,t2,25.277,24.926000000000002,05
birdstrikes1,shelf-add,shelf,2,t2,9.203,1.3899999999999997,05
birdstrikes1,shelf-remove,shelf,3,t2,20.604,20.241999999999997,05
birdstrikes1,shelf-add,shelf,4,t2,2.86,2.4669999999999996,05
birdstrikes1,formatting,formatting,5,t2,59.411,59.086,05
birdstrikes1,shelf-add,shelf,6,t2,14.638,11.248999999999999,05
birdstrikes1,shelf-add,shelf,7,t2,3.673,3.156,05
birdstrikes1,shelf-add,shelf,8,t2,9.258,8.843999999999998,05
birdstrikes1,worksheet-add,worksheet,0,t2,58.891,57.928,09
birdstrikes1,shelf-add,shelf,1,t2,9.908,9.644,09
birdstrikes1,shelf-add,shelf,2,t2,8.937,8.655,09
birdstrikes1,shelf-remove,shelf,3,t2,7.302,7.055,09
birdstrikes1,shelf-add,shelf,4,t2,7.657,7.3740000000000006,09
birdstrikes1,shelf-remove,shelf,5,t2,2.96,2.708,09
birdstrikes1,shelf-remove,shelf,6,t2,22.862,22.444999999999997,09
birdstrikes1,shelf-add,shelf,7,t2,2.163,1.716,09
birdstrikes1,shelf-remove,shelf,8,t2,1.743,1.29,09
birdstrikes1,shelf-add,shelf,9,t2,3.806,3.556,09
birdstrikes1,shelf-add,shelf,10,t2,20.594,20.347,09
birdstrikes1,shelf-remove,shelf,11,t2,2.281,2.0200000000000005,09
birdstrikes1,shelf-add,shelf,12,t2,35.523,31.946000000000005,09
birdstrikes1,shelf-remove,shelf,13,t2,197.396,196.958,09
birdstrikes1,shelf-add,shelf,14,t2,18.955,18.605,09
birdstrikes1,shelf-add,shelf,15,t2,7.578,7.095000000000001,09
birdstrikes1,analysis-filter,data,16,t2,4.838,4.559,09
birdstrikes1,worksheet-add,worksheet,17,t2,5.718,4.937,09
birdstrikes1,shelf-add,shelf,18,t2,3.903,3.5420000000000003,09
birdstrikes1,shelf-add,shelf,19,t2,18.851,18.454,09
birdstrikes1,worksheet-add,worksheet,0,t2,22.723,22.064,109
birdstrikes1,shelf-add,shelf,1,t2,16.772,16.311,109
birdstrikes1,shelf-add,shelf,2,t2,3.754,3.391,109
birdstrikes1,shelf-remove,shelf,3,t2,86.889,86.57499999999999,109
birdstrikes1,shelf-add,shelf,4,t2,2.409,1.9869999999999997,109
birdstrikes1,shelf-add,shelf,5,t2,2.886,2.5200000000000005,109
birdstrikes1,shelf-remove,shelf,6,t2,118.422,118.025,109
birdstrikes1,shelf-add,shelf,7,t2,5.854,5.431000000000001,109
birdstrikes1,data-bin,data,8,t2,24.604,24.070999999999998,109
birdstrikes1,shelf-add,shelf,9,t2,1.398,0.8310000000000001,109
birdstrikes1,shelf-add,shelf,10,t2,1.131,0.7849999999999999,109
birdstrikes1,shelf-remove,shelf,11,t2,4.424,4.046,109
birdstrikes1,data-bin,data,12,t2,50.502,50.06,109
birdstrikes1,undo,undo,13,t2,5.314,5.007000000000001,109
birdstrikes1,redo,redo,14,t2,32.992,32.602999999999994,109
birdstrikes1,formatting,formatting,15,t2,37.02,36.687000000000005,109
birdstrikes1,worksheet-add,worksheet,0,t2,35.592,34.778999999999996,13
birdstrikes1,shelf-add,shelf,1,t2,1.649,1.237,13
birdstrikes1,undo,undo,2,t2,32.911,32.477000000000004,13
birdstrikes1,shelf-add,shelf,3,t2,42.016,41.577,13
birdstrikes1,show-me,show-me,4,t2,8.077,7.502000000000001,13
birdstrikes1,shelf-add,shelf,5,t2,1.557,0.8630000000000001,13
birdstrikes1,shelf-add,shelf,6,t2,3.187,2.651,13
birdstrikes1,shelf-add,shelf,7,t2,36.732,36.303,13
birdstrikes1,data-bin,data,8,t2,7.574,6.91,13
birdstrikes1,formatting-data,formatting,9,t2,3.221,2.384,13
birdstrikes1,formatting-data,formatting,10,t2,26.468,26.155,13
birdstrikes1,data-bin,data,11,t2,24.437,23.229,13
birdstrikes1,data-bin,data,12,t2,79.659,78.65800000000002,13
birdstrikes1,shelf-add,shelf,13,t2,54.306,53.696999999999996,13
birdstrikes1,shelf-add,shelf,14,t2,15.23,14.058,13
birdstrikes1,worksheet-add,worksheet,0,t2,14.37,13.646999999999998,25
birdstrikes1,shelf-add,shelf,1,t2,10.461,10.044,25
birdstrikes1,shelf-add,shelf,2,t2,10.581,0,25
birdstrikes1,shelf-add,shelf,3,t2,4.996,4.546,25
birdstrikes1,shelf-add,shelf,4,t2,7.648,7.128,25
birdstrikes1,analysis-filter,data,5,t2,18.227,17.931,25
birdstrikes1,formatting,formatting,6,t2,3.344,2.8779999999999997,25
birdstrikes1,show-me,show-me,7,t2,6.974,6.502000000000001,25
birdstrikes1,shelf-remove,shelf,8,t2,46.09,45.669000000000004,25
birdstrikes1,worksheet-add,worksheet,0,t2,47.169,46.327999999999996,29
birdstrikes1,shelf-add,shelf,1,t2,7.735,7.32,29
birdstrikes1,undo,undo,2,t2,6.596,6.1770000000000005,29
birdstrikes1,shelf-add,shelf,3,t2,10.305,9.852,29
birdstrikes1,shelf-add,shelf,4,t2,3.788,3.3419999999999996,29
birdstrikes1,shelf-add,shelf,5,t2,2.29,1.8239999999999998,29
birdstrikes1,shelf-add,shelf,6,t2,5.624,5.188,29
birdstrikes1,shelf-remove,shelf,7,t2,27.749,27.43,29
birdstrikes1,shelf-add,shelf,8,t2,17.031,16.598,29
birdstrikes1,data-bin,data,9,t2,138.942,138.45600000000002,29
birdstrikes1,shelf-add,shelf,10,t2,24.827,2.969999999999999,29
birdstrikes1,shelf-remove,shelf,11,t2,2.288,1.887,29
birdstrikes1,worksheet-add,worksheet,0,t2,2.616,1.903,33
birdstrikes1,shelf-add,shelf,1,t2,23.033,22.715000000000003,33
birdstrikes1,shelf-add,shelf,2,t2,5.965,0,33
birdstrikes1,shelf-add,shelf,3,t2,7.28,6.99,33
birdstrikes1,formatting,formatting,4,t2,7.075,6.6530000000000005,33
birdstrikes1,formatting,formatting,5,t2,10.848,10.608,33
birdstrikes1,shelf-add,shelf,6,t2,11.303,10.975000000000001,33
birdstrikes1,formatting,formatting,7,t2,18.778,18.540999999999997,33
birdstrikes1,formatting,formatting,8,t2,13.127,12.68,33
birdstrikes1,formatting,formatting,9,t2,4.056,3.885,33
birdstrikes1,formatting,formatting,10,t2,5.682,5.507000000000001,33
birdstrikes1,shelf-add,shelf,11,t2,2.93,2.6200000000000006,33
birdstrikes1,shelf-add,shelf,12,t2,11.333,10.889,33
birdstrikes1,shelf-add,shelf,13,t2,14.157,13.828999999999999,33
birdstrikes1,formatting,formatting,14,t2,10.875,10.361,33
birdstrikes1,undo,undo,15,t2,0.393,0.118,33
birdstrikes1,undo,undo,16,t2,0.463,0.182,33
birdstrikes1,undo,undo,17,t2,0.817,0.38499999999999995,33
birdstrikes1,undo,undo,18,t2,13.888,13.62,33
birdstrikes1,data-bin,data,19,t2,4.752,4.260999999999999,33
birdstrikes1,formatting-data,formatting,20,t2,68.701,67.68499999999999,33
birdstrikes1,analysis-sort,data,21,t2,3.595,3.358,33
birdstrikes1,formatting,formatting,22,t2,5.119,4.94,33
birdstrikes1,shelf-add,shelf,23,t2,4.764,4.457000000000001,33
birdstrikes1,shelf-add,shelf,24,t2,11.952,11.644,33
birdstrikes1,shelf-add,shelf,25,t2,5.181,4.678,33
birdstrikes1,worksheet-add,worksheet,0,t2,20.325,19.518,37
birdstrikes1,shelf-add,shelf,1,t2,3.356,3.084,37
birdstrikes1,shelf-add,shelf,2,t2,13.296,13.006999999999998,37
birdstrikes1,shelf-add,shelf,3,t2,1.522,1.2240000000000002,37
birdstrikes1,shelf-remove,shelf,4,t2,7.687,7.4430000000000005,37
birdstrikes1,shelf-add,shelf,5,t2,4.351,3.41,37
birdstrikes1,shelf-remove,shelf,6,t2,22.015,21.654,37
birdstrikes1,shelf-add,shelf,7,t2,1.781,1.357,37
birdstrikes1,shelf-add,shelf,8,t2,24.111,23.696,37
birdstrikes1,shelf-add,shelf,9,t2,7.52,6.906999999999999,37
birdstrikes1,shelf-add,shelf,10,t2,3.01,2.316,37
birdstrikes1,shelf-add,shelf,11,t2,53.121,52.556000000000004,37
birdstrikes1,analysis-filter,data,12,t2,14.189,13.689,37
birdstrikes1,analysis-filter,data,13,t2,4.201,3.407,37
birdstrikes1,worksheet-add,worksheet,0,t2,13.915,13.202,53
birdstrikes1,shelf-add,shelf,1,t2,14.352,13.994,53
birdstrikes1,shelf-add,shelf,2,t2,8.235,7.875,53
